borrower_id,cluster_id,annual_revenue,dti_ratio,dscr,dpd_last_6m,repayment_consistency,default
5085,1,55.01,0.77,1.52,7,0.79,1
5086,1,70.92,0.21,1.32,0,1,0
5087,1,32.27,0.53,0.99,9,0.94,1
5088,0,46.3,0.46,1.61,0,0.74,0
5089,0,21.51,0.06,1.45,0,0.81,0
5090,0,23.83,0.29,1.63,0,0.73,0
5091,2,70.16,0.41,1.04,0,0.74,1
5092,0,51.95,0.63,1.92,7,0.86,0
5093,3,50.86,0.25,2,16,0.81,0
5094,1,84.12,0.52,1.87,4,0.75,0
5095,1,37.13,0.27,1.55,4,0.6,1
5096,3,71.43,0.71,2.01,17,0.99,1
5097,2,25.21,0.36,1.61,0,0.41,0
5098,3,37.48,0.38,1.21,14,0.7,1
5099,0,28.29,0.46,1.31,3,0.86,1
5100,2,26.23,0.11,0.74,8,0.82,1
5101,2,103.39,0.39,1.71,0,0.93,0
5102,2,11.89,0.55,0.97,0,0.75,1
5103,0,29.03,0.37,1.43,0,0.94,0
5104,0,5,0.38,0.64,0,0.67,0
5105,3,34.3,0.12,1.67,10,1,0
5106,2,44.55,0.4,2.36,4,1,0
5107,3,75.38,0.58,1.76,10,0.74,1
5108,0,34.94,0.73,1.54,9,0.72,1
5109,0,15.08,0.24,2,2,0.92,0
5110,3,34.85,0.75,1.32,8,0.65,0
5111,3,57.89,0.86,1.77,12,0.83,0
5112,0,72.77,0.45,0.43,0,0.91,0
5113,2,30.89,0.29,0.87,4,0.87,0
5114,2,21.66,0.46,0.96,0,0.97,1
5115,0,38.52,0.5,0.37,0,0.77,1
5116,0,60.29,0.43,0.98,0,0.67,0
5117,1,73.92,0.05,1.98,7,0.62,1
5118,1,19.28,0.46,0.92,11,0.56,0
5119,2,28.37,0.51,1.17,0,0.98,0
5120,2,5,0.6,1.18,0,0.54,0
5121,1,5,0.83,2.41,4,0.86,0
5122,3,16.75,0.16,1.59,9,1,1
5123,0,20.32,0.66,1.65,0,0.66,0
5124,0,35.54,0.33,1.38,0,0.97,1
5125,0,59.01,0.27,2.08,0,0.66,0
5126,2,47.43,0.59,2.05,9,0.81,0
5127,1,58.33,0.68,1.26,7,1,1
5128,2,77.13,0.5,1.76,9,0.53,0
5129,2,57.38,0.38,0.59,12,0.86,1
5130,1,44.01,0.38,2.63,0,0.57,0
5131,0,63.8,0.89,1.8,0,0.82,0
5132,2,5,0.38,1.23,0,0.67,1
5133,0,42.28,0.6,0.86,0,0.49,1
5134,1,69.24,0.42,1.28,3,0.99,1
5135,0,45.62,0.46,1.59,1,0.92,0
5136,1,56.84,0.7,1.11,9,0.85,1
5137,0,43.99,0.82,1.11,0,1,0
5138,1,68.22,0.34,1.97,0,0.93,0
5139,1,76.65,0.33,1.75,9,0.61,1
5140,1,5,0.5,0.74,11,0.76,0
5141,1,30.15,0.36,1.2,2,0.81,0
5142,3,5,0.11,1.33,10,0.58,0
5143,3,5,0.18,1.56,15,0.93,1
5144,3,67.52,0.5,2.18,10,0.92,0
5145,3,73.8,0.46,1.87,11,0.91,0
5146,1,34.83,0.05,2.77,0,0.79,1
5147,1,29.25,0.4,1.47,7,0.68,0
5148,3,44.75,0.62,1.87,13,0.83,0
5149,0,134,0.61,1,0,0.38,0
5150,2,18.65,0.36,1.13,11,0.81,1
5151,2,9.51,0.56,0.96,0,0.95,0
5152,0,67.99,0.17,0.94,6,0.95,1
5153,1,69.6,0.62,1.07,8,0.74,1
5154,1,61.57,0.41,1.04,1,0.46,1
5155,2,52.24,0.59,1.83,9,0.63,0
5156,2,40.6,0.52,1.43,0,0.75,0
5157,3,5.01,0.6,2.67,13,0.46,0
5158,1,105.8,0.84,1.46,0,0.68,1
5159,3,107.86,0.81,2.14,8,0.86,0
5160,2,35.04,0.18,1.91,3,0.42,0
5161,1,92.22,0.38,0.57,4,0.76,1
5162,2,60.27,0.73,1.83,0,0.78,0
5163,1,5,0.28,1.33,9,0.56,1
5164,2,5,0.86,1.65,0,0.74,0
5165,2,72.85,0.48,1.54,0,0.72,0
5166,3,88.62,0.27,1.82,15,1,0
5167,2,60.65,0.48,1.4,0,0.74,0
5168,2,57.65,0.32,1.3,0,0.6,1
5169,1,23.62,0.4,0.38,0,0.61,0
5170,2,16.25,0.5,2.49,2,0.92,0
5171,3,73.02,0.33,0.71,18,0.8,0
5172,0,51.44,0.48,1.17,0,0.9,1
5173,1,46.45,0.33,1.52,0,0.91,0
5174,0,87.64,0.37,2.27,2,0.77,0
5175,2,100.76,0.23,1.62,5,0.54,0
5176,0,67.48,0.39,2.1,7,0.84,0
5177,1,22.05,0.6,0.64,0,0.6,1
5178,2,51.58,0.5,1.41,7,0.44,0
5179,1,37.28,0.71,1.88,8,0.61,1
5180,1,45.86,0.45,1.12,0,1,1
5181,0,13.95,0.55,0.99,3,0.55,1
5182,3,87.6,0.58,1.12,15,0.81,1
5183,1,35.81,0.4,1.99,17,0.7,1
5184,2,98.12,0.1,1.75,0,0.89,0
5185,1,46.18,0.23,1.13,0,0.9,0
5186,2,35.59,0.86,1.04,2,0.91,1
5187,0,29.91,0.58,1.62,1,0.48,0
5188,1,30.22,0.3,2.1,0,0.72,0
5189,1,56.53,0.85,1.12,0,0.83,1
5190,2,48.33,0.28,1.23,4,0.49,0
5191,2,74.05,0.06,1.33,0,0.73,0
5192,1,26.8,0.52,1.64,0,0.8,1
5193,1,56.95,0.48,1.71,5,0.85,0
5194,2,86.34,0.27,1.11,0,1,0
5195,2,91.44,0.46,1.72,3,0.75,1
5196,0,28.16,0.35,0.99,0,0.85,0
5197,3,39.68,0.47,1.33,12,0.75,0
5198,0,31.35,0.4,1.03,10,0.68,0
5199,3,24.11,0.77,1.44,18,0.76,0
5200,0,70.12,0.59,1.66,2,0.72,0
5201,1,16.28,0.77,1.66,7,0.79,1
5202,2,114.83,0.54,1.36,3,0.79,1
5203,1,57,0.16,2.66,6,0.64,0
5204,1,44.64,0.23,1.48,0,0.71,1
5205,1,110.39,0.96,2.23,8,0.7,0
5206,1,10.61,0.05,1.44,8,0.87,0
5207,3,26.7,0.44,0.94,11,1,0
5208,0,12.44,0.05,1.18,3,0.9,0
5209,1,49.29,0.57,2.26,0,0.78,0
5210,0,30.81,0.22,1.3,0,0.62,1
5211,0,10.95,0.47,0.69,7,0.83,1
5212,0,14.49,0.52,1.32,0,0.57,0
5213,1,59.94,0.63,1.29,0,0.46,1
5214,3,69.01,0.44,1.66,19,0.53,0
5215,0,8.59,0.19,1.45,3,0.97,0
5216,2,44.19,0.65,1.6,7,0.64,0
5217,0,37.59,0.73,0.85,0,0.9,0
5218,0,30.34,0.59,0.86,0,0.89,1
5219,2,98.31,0.59,1.27,5,0.64,0
5220,1,48.41,0.58,1.8,0,0.82,0
5221,1,55.02,0.51,1.48,4,0.54,1
5222,1,70.49,0.39,1.25,0,0.55,1
5223,1,52.46,0.62,1.62,7,0.66,1
5224,2,49.41,0.75,0.99,0,0.91,0
5225,0,74.78,0.3,1.72,5,0.61,1
5226,0,32.63,0.62,2.29,0,0.73,1
5227,0,36.46,0.5,0.46,5,0.85,1
5228,1,20.14,0.05,1.86,9,0.72,0
5229,3,92.39,0.41,0.91,10,0.95,0
5230,1,66.66,0.28,1.29,10,0.98,1
5231,1,56.98,0.56,2.06,1,0.48,0
5232,1,96.73,0.38,1.51,0,0.75,0
5233,2,13.26,0.2,1.55,8,0.8,1
5234,1,47.5,0.51,1.21,0,1,0
5235,0,5.43,0.33,1.12,0,0.43,1
5236,2,7.77,0.45,1.79,1,0.67,1
5237,1,83.8,0.63,1.51,4,0.65,0
5238,2,100.69,0.43,1.55,4,0.56,1
5239,1,37.51,0.15,0.71,8,0.72,1
5240,1,37.75,0.47,1.89,0,0.82,0
5241,2,36.76,0.29,1.2,0,0.61,1
5242,1,100.62,0.34,1.62,3,0.65,0
5243,2,32.47,0.48,1.54,7,0.74,1
5244,1,99.98,0.41,1.61,0,0.64,0
5245,2,51.4,0.64,0.88,6,0.57,1
5246,0,35.45,0.6,1.16,7,0.63,0
5247,1,58.05,0.67,0.87,0,0.7,1
5248,3,106.7,0.05,1.32,21,0.84,0
5249,0,54.91,0.36,0.62,0,0.71,0
5250,1,44.14,0.05,1.36,4,0.68,0
5251,1,66.01,0.17,1.41,0,0.74,0
5252,1,43.05,0.51,1.32,5,1,1
5253,0,16.18,0.35,1.83,3,0.67,0
5254,2,47.8,0.59,0.63,4,1,0
5255,3,76.11,0.51,1.96,14,0.86,1
5256,0,63.19,0.06,0.83,2,0.45,1
5257,2,11.37,0.47,0.93,0,0.75,0
5258,0,73.93,0.6,1.68,2,0.37,0
5259,0,65.3,0.41,1.35,5,1,0
5260,2,53.74,0.75,1.44,0,1,1
5261,1,82.49,0.05,1.62,4,0.58,0
5262,2,77.51,0.35,0.63,5,0.77,0
5263,1,76.48,0.31,1.46,8,0.75,0
5264,0,5,0.45,1.39,0,1,0
5265,0,69.24,0.54,0.94,7,0.82,0
5266,2,41.21,0.62,1.76,0,0.68,0
5267,2,60.09,0.34,0.99,0,0.87,0
5268,1,21.92,0.33,2.06,10,0.84,1
5269,2,77.55,0.46,1.58,3,0.72,0
5270,2,82.04,0.44,1.43,6,0.8,0
5271,1,47.07,0.5,0.37,0,0.5,1
5272,1,5,0.62,1.53,1,0.93,1
5273,2,66.02,0.38,0.66,2,0.88,0
5274,2,56.07,0.24,1.7,0,0.79,1
5275,0,5,0.39,1.64,0,1,0
5276,2,49.9,0.24,1.58,0,0.91,0
5277,0,74.47,0.82,2.01,2,0.87,0
5278,0,5,0.4,1.07,10,0.52,0
5279,0,51.81,0.34,1.24,7,0.48,0
5280,0,56.71,0.36,1.98,8,0.91,0
5281,0,56.92,0.64,1.46,0,1,0
5282,2,43.03,0.66,1.54,6,0.62,0
5283,0,54.54,0.5,2.52,0,1,0
5284,2,43.66,0.4,0.96,9,0.66,0
5285,0,41.8,0.37,0.77,0,0.58,0
5286,2,64.22,0.05,1.39,0,0.59,0
5287,1,126.76,0.63,2.58,7,0.9,0
5288,2,48.51,0.77,0.63,9,0.71,0
5289,1,29.33,0.3,0.96,4,0.98,0
5290,0,46.13,0.52,2.58,1,0.75,0
5291,3,47.33,0.63,1.74,11,0.83,1
5292,3,30.16,0.33,1.76,17,0.77,0
5293,0,30.05,0.42,0.9,4,0.74,0
5294,0,24.5,0.59,0.33,0,0.97,0
5295,2,32.96,0.54,0.81,3,0.71,1
5296,2,52.21,0.58,1.35,8,0.75,0
5297,3,47.23,0.16,1,21,0.58,0
5298,2,84.1,0.48,1.68,8,0.37,1
5299,3,5,0.31,1.51,16,0.97,1
5300,1,44.77,0.35,1.13,16,0.51,1
5301,2,32.77,0.58,0.83,8,0.31,0
5302,2,13.6,0.15,1.04,5,0.85,0
5303,1,25.3,0.61,1.08,0,0.86,0
5304,3,5,0.34,0.3,12,0.64,0
5305,2,45.23,0.7,1.42,0,0.67,0
5306,3,50.07,0.41,0.74,10,0.76,1
5307,1,7.91,0.88,2.24,10,0.68,1
5308,1,48.17,0.06,1.96,3,0.87,0
5309,2,52.29,0.06,0.54,1,0.92,0
5310,1,22.31,0.69,1.43,6,0.76,0
5311,3,52.76,0.69,1.08,20,0.57,1
5312,2,51.55,0.16,1.83,5,0.97,0
5313,3,44.24,0.29,1.54,14,0.63,0
5314,2,73.52,0.39,1.87,0,0.68,0
5315,1,81.36,0.5,0.48,0,0.63,0
5316,0,82.71,0.66,1.47,0,0.88,0
5317,3,24.1,0.43,1.85,16,0.5,0
5318,0,44.33,0.71,1.22,0,0.78,0
5319,1,5,0.58,1.85,0,0.87,0
5320,1,70.55,0.49,1.49,7,0.78,0
5321,2,75.46,0.3,1.29,6,0.49,0
5322,0,83.31,0.7,1.92,0,0.53,0
5323,3,105.8,0.21,1.14,15,0.94,0
5324,2,82,0.27,1.98,0,0.62,1
5325,1,66.1,0.62,1.25,5,0.72,0
5326,3,53,0.44,1.82,11,1,1
5327,1,128.01,0.67,0.73,4,0.62,1
5328,1,57.9,0.34,1.94,0,0.73,0
5329,3,122.31,0.79,0.9,11,0.68,1
5330,1,29.55,0.35,1.69,0,0.67,0
5331,1,40.65,0.43,1.49,0,0.91,1
5332,2,72.8,0.7,0.97,4,0.63,0
5333,0,5,0.4,1.24,5,0.73,0
5334,2,42.81,0.48,1.17,0,0.67,1
5335,1,85.94,0.24,2.16,10,0.42,1
5336,0,38.58,0.21,1.95,2,0.69,0
5337,3,49.99,0.88,1.15,20,0.75,0
5338,1,5,0.38,1.97,5,0.85,1
5339,0,37.78,0.69,1.46,4,0.6,0
5340,3,25.31,0.43,0.97,18,1,0
5341,3,72.58,0.33,1.95,15,0.81,0
5342,1,74.24,0.37,1.17,16,0.71,1
5343,0,26.13,0.18,1.67,7,0.8,0
5344,3,21.59,0.32,0.3,13,0.78,0
5345,1,96.84,0.74,1.42,0,0.53,0
5346,1,10.45,0.84,1.72,9,0.64,0
5347,2,73.43,0.62,1.72,0,0.71,0
5348,2,51.16,0.59,1.76,0,0.82,0
5349,2,83.43,0.37,1.53,0,0.74,1
5350,2,56.05,0.27,0.57,4,0.3,0
5351,1,34.11,0.5,1.19,2,0.72,1
5352,0,15.06,0.34,1.12,0,0.62,0
5353,3,15.81,0.47,1.23,20,0.9,0
5354,2,12.15,0.54,1.61,0,0.69,0
5355,0,46.6,0.29,1.95,7,0.68,0
5356,0,74.35,0.58,1.21,0,0.78,0
5357,2,22.49,0.1,1.75,4,0.5,0
5358,0,18.95,0.62,1.86,0,0.88,0
5359,3,55.38,0.45,1.27,17,0.83,0
5360,0,91.72,0.25,0.46,3,0.62,0
5361,3,73.18,0.31,1.73,13,1,0
5362,1,47.26,0.42,1.38,8,0.97,0
5363,0,19.18,0.58,0.73,7,0.48,0
5364,0,51.45,0.47,2.03,0,1,0
5365,0,76.54,0.61,1.9,0,0.51,0
5366,0,67.52,0.32,1.42,2,0.79,0
5367,2,57.74,0.42,1.77,6,0.77,0
5368,2,83.29,0.56,2.15,0,0.81,0
5369,0,94.92,0.67,1.67,0,0.92,0
5370,2,75.08,0.23,2.96,2,0.76,0
5371,1,5,0.05,1.89,0,0.79,0
5372,2,79,0.35,1.34,1,0.9,0
5373,3,45.58,0.31,1.74,11,0.96,1
5374,2,54.02,0.6,1.59,0,0.74,0
5375,1,42.38,0.26,1.86,4,0.63,0
5376,1,29.63,0.76,1.25,0,0.82,0
5377,0,5,0.49,0.34,0,0.82,1
5378,0,58.94,0.43,1.8,0,0.62,1
5379,0,10.88,0.32,1.51,4,0.54,1
5380,3,65.62,0.17,1.8,13,0.56,0
5381,2,38.13,0.33,1.02,0,0.59,1
5382,1,83.65,0.48,1.81,6,0.62,1
5383,1,102.27,0.5,1.13,6,0.7,0
5384,0,46.16,0.29,1.34,1,0.97,0
5385,0,34.48,0.79,1.57,8,0.76,1
5386,2,28.2,0.75,0.97,0,0.73,1
5387,0,63.49,0.68,1.19,0,0.62,1
5388,0,32.62,0.51,0.7,6,0.57,1
5389,2,49.24,0.25,2.12,3,0.7,0
5390,2,22.09,0.35,1.16,1,0.71,0
5391,2,51.55,0.48,2.32,9,0.88,0
5392,3,99.92,0.63,1.75,11,0.67,0
5393,1,27.88,0.33,1.53,7,0.88,0
5394,2,50.44,0.56,0.93,2,0.77,0
5395,0,64.73,0.24,1.72,0,0.68,0
5396,1,90.07,0.43,2.54,0,0.97,0
5397,3,84.6,0.43,1.51,11,0.76,0
5398,2,71.81,0.27,1.24,0,0.58,0
5399,2,62.25,0.59,2.4,7,0.73,0
5400,0,136.08,0.48,2.45,0,0.65,0
5401,0,71.24,0.42,1.18,1,0.85,1
5402,3,58.66,0.35,1.7,26,0.84,0
5403,1,86.15,0.27,2.26,8,0.55,1
5404,0,67.36,0.66,1.42,0,0.71,0
5405,0,126.31,0.15,1.62,0,0.62,0
5406,2,33.19,0.56,1.56,4,0.64,1
5407,2,48.56,0.12,1.2,0,0.88,0
5408,2,9.95,0.61,0.56,1,0.69,1
5409,1,46.68,0.54,1.46,6,0.51,0
5410,3,14.7,0.34,1.83,12,0.59,1
5411,3,53.65,0.63,1.5,13,0.54,0
5412,3,29.19,0.54,1.36,11,1,0
5413,0,73.67,0.38,1.85,0,0.73,0
5414,2,35.22,0.63,1.52,10,0.63,1
5415,1,71.34,0.44,2.18,8,0.79,0
5416,0,43.68,0.25,0.81,6,0.8,0
5417,3,85.74,0.71,2.3,17,0.99,0
5418,3,47.22,0.17,1.63,15,0.59,0
5419,2,36.97,0.52,1.92,0,0.82,0
5420,2,5,0.67,1.03,8,0.78,0
5421,0,9.53,0.37,1.85,7,0.46,1
5422,1,72.42,0.29,1.32,7,0.91,0
5423,0,11.48,0.45,0.31,0,0.64,0
5424,0,78.67,0.13,1.83,0,0.77,0
5425,1,36.95,0.78,1.59,0,0.64,1
5426,3,49.57,0.37,1.99,13,0.68,0
5427,1,66.88,0.39,1.75,3,0.93,1
5428,3,82.27,0.64,1.89,17,0.77,1
5429,0,6.23,0.67,2.45,8,0.69,0
5430,1,8.59,0.48,1.22,0,0.83,1
5431,2,42.14,0.2,1.8,0,0.7,0
5432,3,85.88,0.53,1.92,16,0.82,0
5433,1,50.58,0.54,0.92,0,0.71,0
5434,2,84.78,0.47,0.59,10,0.73,1
5435,3,5,0.57,1.34,13,0.87,1
5436,2,33.11,0.52,1.53,4,0.79,0
5437,1,52.23,0.1,1.15,0,1,0
5438,2,17.81,0.25,1.65,4,0.74,0
5439,1,15.46,0.48,0.59,0,0.31,1
5440,1,25.91,0.42,0.86,0,0.8,0
5441,1,38.49,0.44,1.73,8,1,1
5442,1,15.86,0.4,1.49,0,0.5,0
5443,1,86.53,0.41,1.04,0,1,1
5444,1,56.06,0.31,1.63,10,0.53,1
5445,2,59.43,0.37,1.8,6,0.78,0
5446,0,58.5,0.52,1.57,5,0.92,0
5447,2,97.34,0.19,2.09,0,0.51,1
5448,0,110.6,0.3,0.97,0,0.8,1
5449,0,41.68,0.38,1.03,0,0.71,0
5450,2,65.95,0.44,1.52,7,0.95,0
5451,0,41.06,0.51,1.95,0,0.71,0
5452,0,76.55,0.85,0.82,0,0.55,0
5453,1,92.45,0.36,1.42,16,0.62,1
5454,3,49.82,0.67,1.17,14,0.85,0
5455,1,78.39,0.16,2.14,9,0.67,0
5456,1,40.21,1.07,1.52,0,0.54,1
5457,1,84.81,0.57,1.26,0,0.62,0
5458,0,23.29,0.11,1.11,5,0.61,0
5459,1,17.79,0.34,1.24,6,0.69,0
5460,1,68.05,0.35,1.43,6,0.97,1
5461,0,84.27,0.14,1.07,3,0.86,0
5462,0,69.53,0.53,1.22,3,0.84,0
5463,3,81.76,0.43,2.12,11,0.66,0
5464,0,24.47,0.53,1.83,0,0.67,0
5465,3,47.95,0.46,0.97,14,0.63,1
5466,3,5,0.25,2,23,1,1
5467,1,14.19,0.85,1.23,0,0.78,1
5468,2,93.65,0.23,2.27,1,0.2,0
5469,3,38.94,0.25,1.01,11,0.57,0
5470,2,105.72,0.71,2.29,8,0.95,1
5471,3,55.01,0.39,0.74,27,0.86,0
5472,1,43.38,0.21,1.28,2,1,0
5473,3,42.52,0.05,0.59,14,0.43,1
5474,2,80.07,0.54,0.67,1,0.92,1
5475,0,46.44,0.19,1.17,0,0.43,0
5476,0,51.26,0.25,0.94,6,0.72,0
5477,2,59.35,0.53,1.22,0,0.67,1
5478,2,9.7,0.17,2.06,5,0.74,0
5479,3,52.94,0.15,1.64,15,0.47,0
5480,1,48.51,0.84,1.59,3,0.46,0
5481,2,63.7,0.41,0.55,0,0.45,0
5482,3,79.78,0.47,1.89,19,0.5,0
5483,0,42.92,0.32,1.23,0,1,0
5484,2,65.19,0.61,1.03,3,0.58,0
5485,0,9.34,0.78,1.61,8,0.72,0
5486,3,109.85,0.41,1.12,14,0.77,1
5487,2,96.23,0.5,0.99,0,0.98,0
5488,3,40,0.39,0.77,9,0.84,1
5489,2,53.22,0.22,1.86,0,0.56,0
5490,2,5,0.38,0.59,3,0.92,1
5491,1,70.12,0.53,0.93,0,0.68,0
5492,3,27.99,0.57,1.21,10,0.95,0
5493,0,5,0.59,1.47,0,0.98,0
5494,1,60.35,0.22,2.57,10,0.79,0
5495,1,22.75,0.22,1,0,0.94,0
5496,1,19.11,0.48,1.82,15,0.63,1
5497,3,73.36,0.49,1.24,13,0.99,0
5498,2,98.95,0.33,1.9,0,0.61,1
5499,1,58.38,0.05,1.49,15,0.43,0
5500,0,87.75,0.44,2.38,2,0.65,0
5501,2,39.82,0.63,1.07,6,0.6,1
5502,1,67.78,0.58,0.64,2,0.48,1
5503,1,57.29,0.67,1.3,0,0.92,1
5504,1,63.67,0.62,1.23,12,0.79,0
5505,0,21.7,0.27,1.88,0,0.74,0
5506,3,5,0.56,1.17,17,0.84,0
5507,3,91.97,0.54,1.31,11,0.85,0
5508,2,42.42,0.68,0.98,0,0.54,1
5509,0,5,0.77,1.7,6,0.9,0
5510,2,49.59,0.24,1.41,0,0.7,1
5511,2,61.24,0.29,1.48,7,1,0
5512,0,51.5,0.38,1.38,7,0.85,1
5513,3,57.92,0.55,2.33,11,0.94,1
5514,1,52.96,0.18,1.39,5,0.67,0
5515,2,40.34,0.21,1.54,1,0.68,1
5516,0,55.29,1.14,1.1,8,1,0
5517,2,45.38,0.36,1.44,0,0.57,0
5518,1,55.97,0.41,0.94,6,0.7,0
5519,3,61.91,0.66,0.78,10,1,0
5520,0,67.44,0.23,0.82,0,0.57,1
5521,2,35.14,0.16,1.52,0,0.64,0
5522,3,70.42,0.61,1.13,15,0.37,1
5523,0,63.23,0.61,0.33,0,0.91,0
5524,3,86.85,0.31,1.93,15,0.8,0
5525,3,55.8,0.49,1.21,10,0.78,1
5526,0,80.33,0.74,2.48,7,0.5,1
5527,0,5,0.43,1.6,0,0.77,0
5528,2,18.26,0.35,1.65,0,0.68,1
5529,1,83.38,0.1,1.2,10,0.59,1
5530,3,60.04,0.84,0.88,12,0.82,0
5531,2,18.49,0.24,1.05,0,1,0
5532,2,55.61,0.6,2.23,10,0.65,0
5533,0,82.12,0.27,1.8,0,0.82,0
5534,3,13,0.29,1.6,21,1,0
5535,1,58.45,0.64,1.56,0,0.85,0
5536,2,115.65,0.46,2.27,0,0.74,0
5537,0,25.92,0.31,1.57,10,0.78,0
5538,2,22.77,0.4,1.53,0,1,0
5539,1,5,0.73,1.93,0,0.97,0
5540,3,38.99,0.46,1.26,25,0.69,0
5541,2,77.78,0.6,1.21,5,0.97,0
5542,1,34.48,0.47,2.05,3,0.58,1
5543,2,128.05,0.29,1.63,6,0.63,0
5544,0,152.21,0.68,1.24,6,1,1
5545,2,104.15,0.65,1.07,0,0.42,0
5546,1,28.47,0.85,0.94,0,0.62,1
5547,0,59.35,0.42,0.68,6,0.82,0
5548,1,32.42,0.61,1.77,8,0.45,0
5549,3,30.5,0.5,1.64,16,1,0
5550,0,60.32,0.44,1.39,1,0.7,0
5551,0,18.43,0.73,1.95,0,0.71,1
5552,1,5,0.59,1.13,7,0.9,1
5553,0,8.09,0.47,1.6,0,0.83,0
5554,1,58.07,0.5,1.08,15,0.84,0
5555,0,106.85,0.2,0.79,7,0.91,1
5556,1,78.2,0.53,1.17,12,0.8,0
5557,2,46.67,0.58,1.47,3,0.77,0
5558,2,72.85,0.38,1.91,8,0.76,0
5559,3,47.97,0.68,0.74,21,0.47,0
5560,2,82.03,0.45,0.55,0,0.51,1
5561,2,72.68,0.45,1.39,0,1,0
5562,1,5,0.38,1,7,0.66,0
5563,3,30.53,0.22,1.8,12,0.46,0
5564,2,70.46,0.26,1.68,0,0.93,0
5565,1,74.46,0.48,1.55,7,0.71,1
5566,2,36.1,0.48,1.55,7,0.43,1
5567,0,5,0.42,1.35,7,0.82,0
5568,1,56.31,0.63,2,0,0.74,0
5569,3,5,0.44,0.92,12,0.7,1
5570,1,25.04,0.49,1.32,0,0.46,0
5571,2,92.26,0.6,0.91,3,0.7,0
5572,0,36.28,0.51,1.03,1,1,0
5573,1,28.79,0.22,0.61,5,0.89,0
5574,1,46.18,0.82,1.9,0,0.78,0
5575,2,77.28,0.26,0.3,0,0.46,0
5576,2,42.53,0.38,1.7,0,0.56,1
5577,2,94.07,0.74,1.31,3,0.78,0
5578,2,22.38,0.43,1.87,0,0.69,0
5579,0,18.72,0.23,1.08,0,0.71,0
5580,0,64.16,0.42,1.39,0,0.74,0
5581,2,29.07,0.51,1.2,0,0.74,0
5582,2,64.39,0.3,0.36,1,0.59,0
5583,2,118.75,0.65,1.67,0,0.8,0
5584,0,11.96,1.03,1.52,0,0.53,1
5585,0,59.82,0.52,1.19,0,0.76,0
5586,3,77.71,0.71,1.13,10,0.89,1
5587,1,30.24,0.63,2.37,10,0.71,1
5588,2,50.39,0.09,1.76,0,0.65,0
5589,2,5,0.25,2.37,3,0.51,0
5590,2,49.92,0.54,0.99,7,1,0
5591,0,20.16,0.39,1.65,0,0.89,0
5592,0,20.52,0.23,1.73,0,0.93,1
5593,3,43.79,0.59,1.78,8,0.92,0
5594,1,36.55,0.7,2.45,0,0.84,0
5595,0,12.81,0.41,1.08,3,0.79,0
5596,1,96.91,0.22,0.98,4,0.93,0
5597,2,54.44,0.3,1.28,6,0.73,0
5598,0,61.82,0.21,1.39,5,0.78,0
5599,0,33.05,0.41,0.76,0,0.77,1
5600,0,48.17,0.51,0.82,0,0.55,0
5601,1,5,0.52,1.18,0,0.9,1
5602,1,17.15,0.05,1.84,0,0.66,1
5603,3,94.74,0.05,2.18,18,0.64,0
5604,3,68.64,0.34,1.58,27,0.95,1
5605,1,35.52,0.86,0.3,0,0.58,1
5606,1,61.74,0.4,2.13,2,0.53,0
5607,1,5,0.71,2.03,0,0.95,1
5608,0,37.87,0.83,1.38,5,0.54,0
5609,3,50.12,0.33,0.73,14,0.67,1
5610,2,73.67,0.09,1.47,9,0.52,0
5611,1,25.75,0.6,1.4,8,0.5,0
5612,1,51.27,0.53,0.72,7,0.7,1
5613,0,42.6,0.47,1.7,0,0.65,0
5614,0,61.27,0.43,1.09,5,0.96,0
5615,1,57.08,0.58,2.19,0,0.7,0
5616,2,48.74,0.61,1.21,4,0.94,0
5617,1,60.22,0.93,1.49,0,0.96,0
5618,2,31.95,0.18,1.01,14,0.61,0
5619,3,34.29,0.77,2.15,15,0.96,1
5620,0,5,0.05,1.53,9,1,0
5621,0,71.1,0.42,1.39,0,0.55,1
5622,1,46.01,0.93,1.71,0,0.89,1
5623,1,17.61,0.84,1.18,7,0.56,1
5624,0,26.31,0.59,1.62,0,0.52,1
5625,2,99.51,0.64,1.57,3,0.86,1
5626,2,42.2,0.25,1.92,2,1,0
5627,3,62.64,0.42,1.36,16,0.81,0
5628,2,34.63,0.61,0.76,7,0.79,1
5629,1,15.55,0.42,2.04,3,0.8,0
5630,2,51.22,0.61,2.2,0,0.72,0
5631,0,83.03,0.54,1.43,0,0.51,1
5632,3,94.25,0.8,1.25,17,0.68,0
5633,0,90.85,0.62,1.52,0,0.81,0
5634,2,69.62,0.66,1.77,0,0.42,0
5635,2,66.95,0.43,2.17,0,0.59,0
5636,0,22.64,0.48,1.61,0,1,0
5637,3,52.35,0.44,2.24,11,0.92,0
5638,1,80.05,0.75,1.48,2,0.79,1
5639,1,93.1,0.34,0.4,15,0.73,0
5640,2,47.98,0.45,0.84,0,0.58,1
5641,0,37.6,0.05,1.67,5,1,0
5642,0,22.43,0.39,2.16,2,0.35,1
5643,3,49.98,0.16,1,12,0.92,0
5644,0,85.29,0.47,0.94,12,0.68,1
5645,2,35.37,0.07,0.76,4,0.66,0
5646,0,70.07,0.63,2.2,1,0.52,0
5647,2,85,0.32,2.26,4,0.76,0
5648,0,38.06,0.32,0.96,0,0.81,0
5649,2,44.82,0.53,0.84,0,0.58,0
