borrower_id,age,business_type,years_in_operation,region,annual_revenue,ebitda_margin,cashflow_stability,bank_balance_avg,dti_ratio,dscr,loan_amount,tenure_months,interest_rate,past_delinquencies,dpd_last_6m,repayment_consistency,monthly_inflow,monthly_outflow,default
6037,43,Manufacturing,1,East,104.35,15.14,0.65,3.89,0.44,2.02,19.68,24,13.99,0,11,1.0,7.96,2.52,0
6038,21,Retail,4,South,123.34,18.72,0.68,0.73,0.2,1.64,2.0,24,17.01,0,10,1.0,1.0,13.16,0
6039,43,Services,6,East,67.97,17.2,0.8,2.12,0.78,1.45,12.41,24,15.06,0,23,0.65,5.23,8.39,1
6040,43,Trading,4,South,5.0,8.2,0.48,3.89,0.55,0.88,14.87,24,16.47,0,0,0.77,15.74,1.0,0
6041,44,Healthcare,7,South,57.94,6.96,0.78,2.01,0.64,1.26,15.79,36,17.13,1,1,0.78,1.95,5.83,0
6042,47,Services,7,South,29.18,5.65,0.75,3.9,0.21,1.25,18.18,12,16.43,0,11,0.86,12.57,5.83,0
6043,57,Manufacturing,7,South,94.61,21.47,0.85,2.87,0.44,0.97,2.0,48,12.95,1,6,0.94,7.04,1.7,0
6044,31,Services,7,West,49.65,17.45,0.52,4.23,0.12,1.39,20.83,36,10.14,0,14,1.0,5.16,18.15,0
6045,36,Healthcare,3,South,29.61,19.46,0.71,3.27,0.43,0.73,2.0,24,14.72,0,0,0.56,9.76,3.77,0
6046,30,Trading,7,West,60.18,1.49,0.74,2.16,0.39,1.34,6.17,36,19.12,0,8,0.92,7.34,11.91,1
6047,35,Retail,11,South,88.69,16.6,0.46,3.62,0.26,1.88,7.83,24,18.83,0,0,0.52,8.57,10.24,0
6048,50,Retail,7,North,25.55,8.07,0.63,1.45,0.35,1.24,2.75,36,14.14,1,15,0.81,21.95,10.71,0
6049,21,Construction,3,East,73.25,5.32,0.55,2.36,0.72,1.45,5.95,24,16.37,0,1,0.5,8.74,10.1,0
6050,26,Trading,3,West,5.0,4.02,0.61,3.26,0.59,1.78,10.95,60,16.45,0,0,0.56,14.25,16.64,0
6051,48,Construction,5,West,47.41,12.46,0.86,2.44,0.46,1.6,6.52,36,17.01,1,28,0.57,10.3,8.67,0
6052,45,Construction,7,South,8.64,10.54,0.84,4.87,0.25,1.09,9.54,24,10.0,2,0,0.65,12.61,1.0,1
6053,31,Healthcare,5,South,24.53,15.14,0.67,5.28,0.53,1.83,3.52,48,13.06,0,5,0.72,10.9,1.0,0
6054,43,Healthcare,1,North,85.75,12.69,0.93,0.4,0.13,1.59,8.38,24,10.0,1,0,0.81,1.72,7.31,0
6055,38,Healthcare,7,East,39.47,16.04,0.67,4.0,0.18,2.72,16.67,12,20.0,0,10,0.82,5.36,5.7,1
6056,50,Manufacturing,7,South,28.14,11.09,0.54,4.23,0.75,1.42,13.03,24,16.43,1,16,0.83,5.15,6.4,0
6057,35,Trading,2,West,85.15,7.22,0.79,6.86,0.77,1.29,5.2,12,10.0,1,17,0.68,9.28,2.69,1
6058,45,Retail,7,East,67.36,17.87,0.76,7.37,0.05,1.38,10.92,12,16.59,0,12,0.78,1.0,1.0,0
6059,61,Trading,5,Central,5.0,15.38,0.68,3.36,0.5,1.68,2.0,12,10.0,1,8,0.7,3.45,1.8,0
6060,40,Healthcare,6,Central,47.9,11.97,0.67,3.08,0.86,1.46,12.42,24,15.41,0,7,0.68,1.0,3.16,0
6061,35,Manufacturing,6,East,51.87,12.12,0.69,2.94,0.35,1.22,12.78,60,15.46,1,3,0.2,7.94,4.12,1
6062,42,Trading,5,South,73.43,9.48,0.78,1.96,0.51,1.22,13.5,48,18.05,1,0,0.94,4.78,8.39,1
6063,31,Trading,3,East,41.49,15.81,0.78,3.97,0.33,1.97,2.0,48,18.58,0,2,0.71,1.78,1.56,0
6064,58,Construction,6,East,108.27,15.79,0.8,0.39,0.56,1.25,2.0,12,17.36,0,1,0.64,4.48,6.39,0
6065,36,Trading,5,West,58.63,6.02,0.66,4.36,0.24,1.55,4.21,24,13.42,0,14,0.67,2.62,3.08,0
6066,32,Construction,5,South,5.0,21.74,0.67,3.26,0.52,2.71,9.53,24,17.61,1,0,1.0,13.45,2.94,0
6067,26,Construction,4,North,38.81,10.89,0.7,5.37,0.85,1.25,4.32,48,12.93,0,19,0.58,8.74,9.27,0
6068,45,Services,6,South,82.61,9.58,0.58,1.7,0.49,1.59,14.9,12,16.2,1,0,0.71,9.94,1.99,0
6069,43,Healthcare,4,North,41.14,19.24,0.54,2.09,0.36,1.11,17.08,36,17.87,0,0,0.85,4.11,6.38,0
6070,30,Manufacturing,1,West,53.27,16.04,0.88,6.38,0.21,1.85,3.25,36,15.86,1,0,0.78,7.31,3.71,0
6071,40,Construction,6,West,48.96,15.29,0.7,0.1,0.49,0.74,14.48,24,14.7,0,6,0.64,24.11,2.89,1
6072,21,Trading,8,East,5.0,15.81,0.57,6.54,0.26,0.55,17.95,36,10.0,0,8,0.74,11.5,1.0,1
6073,36,Construction,6,North,37.79,19.14,0.61,0.1,0.2,1.48,2.0,24,16.33,1,4,0.69,10.62,10.67,1
6074,39,Construction,4,West,36.35,5.52,0.62,5.73,0.18,1.09,10.43,24,16.32,1,5,0.49,14.54,14.84,1
6075,52,Construction,6,Central,99.52,8.36,0.78,2.56,0.12,0.97,12.76,24,14.76,0,10,0.81,12.77,7.32,0
6076,27,Retail,3,West,89.8,21.36,0.9,2.3,0.4,1.56,2.09,60,17.7,0,10,0.75,11.41,1.0,0
6077,22,Retail,7,West,14.48,7.74,0.64,5.83,0.76,0.63,6.84,36,13.76,0,0,0.96,9.19,1.0,0
6078,26,Retail,7,West,5.34,5.5,0.41,4.29,0.66,2.43,2.08,36,17.61,3,9,0.59,2.68,6.45,1
6079,21,Retail,4,West,71.48,14.41,0.75,7.25,0.61,1.35,21.95,36,12.63,0,0,0.76,7.93,4.95,0
6080,48,Services,5,Central,50.3,9.45,0.48,9.27,0.3,1.24,18.52,36,15.08,0,22,0.73,2.88,11.43,0
6081,50,Construction,1,North,55.13,15.7,0.64,1.06,0.48,1.09,16.73,36,10.0,0,1,0.49,13.21,9.96,1
6082,38,Services,6,North,15.13,11.05,0.93,3.8,0.39,1.69,9.55,24,14.63,1,0,0.59,7.51,5.5,0
6083,47,Trading,4,North,48.05,9.4,0.49,2.96,0.85,0.56,11.12,36,21.17,1,0,0.82,12.73,7.35,0
6084,36,Healthcare,0,East,29.37,6.18,0.6,3.03,0.24,1.46,2.0,48,19.65,0,15,0.73,4.98,16.39,0
6085,34,Manufacturing,5,East,15.9,15.02,0.53,1.49,0.12,1.87,19.49,36,20.25,1,10,0.61,2.2,15.72,0
6086,31,Services,4,North,39.56,10.64,0.49,0.1,0.18,1.95,15.69,48,13.02,2,0,0.61,11.99,5.89,1
6087,31,Retail,2,South,44.52,13.03,0.61,2.65,0.54,2.13,12.0,36,19.76,0,0,0.8,1.87,7.87,0
6088,21,Retail,7,North,13.1,7.2,0.66,3.97,0.3,1.53,23.42,48,14.76,0,6,0.83,16.54,7.32,0
6089,37,Trading,3,Central,38.44,14.63,0.87,1.71,0.33,1.24,14.21,12,15.93,0,4,0.83,12.04,3.35,0
6090,34,Construction,2,South,28.97,11.92,0.62,5.71,0.1,1.54,6.06,60,13.67,0,8,0.72,6.57,11.23,0
6091,42,Manufacturing,8,North,44.11,11.51,0.78,5.55,0.29,1.53,11.23,12,12.57,0,21,0.74,4.77,2.21,0
6092,35,Services,6,South,37.54,14.97,0.96,2.57,0.6,1.92,13.0,36,15.42,0,20,0.51,3.3,1.0,0
6093,33,Construction,2,Central,100.03,1.0,1.0,1.9,0.07,2.59,28.59,36,13.01,0,4,0.57,6.04,4.51,0
6094,26,Construction,5,West,56.91,5.69,0.61,6.33,0.35,2.28,15.6,36,13.51,1,0,0.77,13.16,8.61,0
6095,35,Healthcare,2,West,35.37,10.88,0.94,3.85,0.45,1.0,3.74,24,16.28,0,2,0.76,9.03,17.69,1
6096,42,Healthcare,1,South,79.81,12.81,0.78,1.17,0.58,1.07,11.41,36,16.82,0,0,0.57,9.5,6.35,0
6097,23,Services,1,West,5.0,14.11,0.89,3.08,0.34,2.44,8.04,12,17.21,1,3,0.86,8.93,16.14,0
6098,35,Services,7,North,66.85,8.05,0.54,5.01,0.38,1.0,21.29,24,14.08,0,2,0.75,1.0,1.0,0
6099,37,Services,2,West,56.11,13.86,0.64,5.35,0.67,1.56,16.55,36,20.92,2,0,0.92,12.37,3.57,0
6100,27,Services,2,West,58.82,9.59,0.76,3.4,0.38,2.48,4.96,36,16.38,2,0,0.31,2.43,10.32,0
6101,29,Retail,4,West,34.32,7.42,0.48,3.13,0.67,1.75,4.52,60,10.0,1,3,0.57,7.69,9.69,0
6102,37,Construction,12,East,75.11,15.45,0.6,4.33,1.03,0.98,5.25,36,18.25,0,26,0.75,18.41,1.97,0
6103,23,Construction,6,South,60.41,16.53,0.51,1.98,0.5,1.69,4.59,36,16.84,0,5,0.83,10.32,2.9,0
6104,38,Retail,7,South,75.95,16.01,0.64,7.42,0.23,1.17,2.0,48,12.66,0,0,0.92,1.52,7.67,0
6105,26,Construction,2,East,23.72,13.1,0.66,1.93,0.56,0.3,12.88,48,16.06,1,3,1.0,9.81,13.39,0
6106,45,Services,6,West,83.35,14.08,1.0,2.79,0.68,1.47,14.87,36,13.09,0,0,0.93,11.12,3.42,0
6107,58,Manufacturing,5,South,34.09,14.07,0.74,2.35,0.3,2.14,12.17,48,16.59,0,9,0.54,6.19,1.0,0
6108,26,Healthcare,2,South,5.82,17.53,0.48,4.89,0.58,2.52,14.52,48,10.89,0,0,0.45,2.2,3.51,0
6109,40,Healthcare,4,West,104.91,20.95,0.72,8.62,0.05,1.2,9.15,24,16.65,0,3,0.75,15.62,3.61,0
6110,27,Construction,3,South,74.88,18.41,0.32,5.8,0.64,1.8,3.89,24,11.86,0,0,0.48,9.87,3.5,0
6111,45,Manufacturing,5,Central,107.61,3.55,0.82,2.18,0.28,1.11,7.58,12,10.0,1,3,0.73,4.19,9.34,0
6112,22,Healthcare,4,West,49.41,9.09,0.83,3.92,0.08,1.26,22.97,36,15.62,0,4,0.97,8.32,9.82,1
6113,39,Manufacturing,3,East,79.67,22.28,0.48,4.2,0.34,1.19,16.37,36,17.66,0,1,1.0,6.36,3.87,0
6114,26,Retail,4,East,87.22,2.45,0.76,2.93,0.7,1.42,7.1,48,20.76,0,0,1.0,6.53,1.0,0
6115,32,Trading,7,West,39.61,9.41,0.66,1.48,0.44,0.81,2.0,36,13.56,0,0,0.72,7.24,1.0,1
6116,24,Construction,1,North,5.0,23.36,0.58,6.15,0.41,1.31,21.75,36,13.26,0,3,0.81,7.19,1.0,0
6117,43,Retail,3,North,62.42,4.99,0.92,5.37,0.62,1.72,10.03,48,20.66,1,25,0.79,3.5,2.87,0
6118,26,Retail,6,East,58.53,7.3,0.63,6.57,0.53,1.27,18.72,12,15.18,1,0,0.88,8.1,6.35,1
6119,40,Manufacturing,3,West,59.82,11.4,0.75,6.59,0.33,1.2,10.55,12,10.0,1,0,0.74,3.69,1.32,0
6120,31,Construction,8,South,50.02,3.94,0.65,7.68,0.44,1.59,9.56,24,10.0,0,1,0.71,8.7,4.41,0
6121,33,Retail,8,West,34.52,17.09,0.91,4.24,0.84,1.47,10.91,24,18.62,0,3,0.74,8.06,11.79,1
6122,36,Services,8,North,31.73,15.19,0.66,3.71,0.46,1.56,12.08,24,16.09,0,9,0.6,13.48,6.32,0
6123,27,Retail,6,South,70.71,18.88,0.6,3.72,0.48,0.75,13.93,12,15.3,0,0,1.0,12.4,2.34,1
6124,37,Services,7,North,5.0,2.43,0.7,2.86,0.88,1.56,8.58,60,10.92,0,3,0.55,7.72,1.0,0
6125,50,Trading,5,South,5.0,15.14,0.51,6.34,0.14,1.5,12.06,36,20.91,0,7,0.91,6.83,1.0,1
6126,27,Services,3,East,5.0,11.85,0.99,1.17,0.59,1.41,14.87,36,18.69,1,0,0.77,16.15,1.9,0
6127,46,Services,3,South,5.0,2.55,0.92,4.84,0.51,1.42,9.34,36,16.99,1,12,0.92,8.14,1.68,1
6128,49,Manufacturing,0,North,45.71,23.85,0.67,1.3,0.4,1.27,18.01,60,11.6,1,5,0.58,9.8,5.54,0
6129,26,Retail,3,West,66.81,6.06,0.58,0.1,0.65,0.9,7.22,36,15.24,1,7,0.61,11.15,8.77,1
6130,21,Trading,4,East,65.75,14.65,0.63,0.1,0.23,0.79,17.79,36,14.25,0,2,0.44,5.14,9.49,0
6131,38,Retail,4,North,13.44,9.92,0.53,5.23,0.39,1.48,15.1,48,13.56,0,2,0.78,1.0,3.16,0
6132,29,Services,12,West,5.0,15.48,0.61,0.1,0.19,1.19,4.8,36,14.12,0,1,0.65,1.0,1.0,0
6133,53,Healthcare,2,North,54.95,8.77,0.62,1.56,0.36,1.18,5.9,36,13.06,0,0,0.88,4.74,1.0,0
6134,35,Services,4,South,65.38,17.25,0.52,1.83,0.3,1.7,5.14,24,10.0,1,12,0.97,4.44,8.41,1
6135,26,Retail,11,North,67.37,21.3,0.87,0.1,0.63,1.07,11.21,36,17.33,1,8,0.55,5.26,12.17,1
6136,23,Trading,2,West,7.42,12.75,0.68,0.44,0.51,1.42,5.65,36,13.2,0,3,0.72,4.03,5.74,0
6137,45,Healthcare,1,West,74.84,2.22,0.78,3.52,0.25,0.94,18.24,12,10.0,0,10,0.58,9.07,9.34,0
6138,29,Trading,4,North,55.42,4.68,0.65,3.36,0.47,1.04,8.23,36,13.31,1,11,0.61,7.51,5.18,1
6139,35,Manufacturing,2,South,20.11,22.76,0.53,3.99,0.05,1.4,3.73,24,13.83,0,6,0.98,1.0,6.46,0
6140,44,Services,8,South,31.2,15.47,0.62,6.04,0.53,1.62,13.74,48,15.67,0,3,1.0,14.88,2.44,1
6141,30,Services,5,East,23.27,10.83,0.61,0.1,0.05,1.18,2.0,48,17.44,0,8,0.54,1.83,10.82,0
6142,34,Manufacturing,1,West,25.62,18.57,0.84,7.77,0.58,1.23,2.0,60,22.58,1,0,0.8,1.76,18.43,0
6143,34,Retail,5,West,82.9,10.19,0.9,1.65,0.37,1.67,2.42,12,16.0,0,6,0.74,15.4,1.0,0
6144,41,Services,5,North,65.63,17.38,0.51,2.86,0.85,1.32,12.88,36,14.46,1,0,0.76,5.97,1.0,1
6145,40,Retail,0,North,16.74,1.0,0.68,2.05,0.1,1.09,12.64,36,19.16,1,3,0.47,7.97,7.91,0
6146,32,Trading,6,South,36.44,9.5,0.69,2.24,0.58,0.74,11.23,48,19.51,0,0,0.66,13.82,3.44,1
6147,35,Healthcare,6,South,68.04,6.95,0.62,0.1,0.8,0.98,7.68,36,19.23,0,14,0.86,9.23,6.9,1
6148,31,Healthcare,0,South,5.0,3.49,0.64,2.47,0.35,1.73,19.1,12,10.0,0,0,0.69,1.0,1.0,1
6149,21,Healthcare,1,Central,67.97,7.84,0.7,3.63,0.47,1.0,12.53,36,17.3,0,11,1.0,6.4,11.03,1
6150,37,Construction,3,East,109.34,11.01,0.52,2.84,0.42,0.65,7.57,24,14.67,0,0,0.54,16.98,2.46,1
6151,53,Manufacturing,3,West,59.45,8.44,0.72,1.92,0.53,1.43,8.62,12,15.14,1,0,1.0,1.94,8.37,0
6152,26,Healthcare,6,South,44.5,14.95,0.75,3.79,0.44,1.7,8.65,60,11.9,0,3,0.93,1.0,2.01,0
6153,27,Services,3,North,5.0,12.6,0.52,2.5,0.31,0.38,17.71,36,14.44,0,7,0.57,14.69,20.56,1
6154,26,Manufacturing,4,North,5.0,8.96,0.91,5.68,0.46,0.76,11.19,48,13.0,2,0,0.58,9.43,7.05,0
6155,42,Trading,1,North,34.7,18.96,0.68,3.85,1.07,1.79,10.51,48,13.13,1,9,0.8,9.75,7.74,0
6156,39,Trading,7,North,64.76,16.51,0.9,4.16,0.69,1.29,2.0,36,15.48,0,0,1.0,22.79,1.63,0
6157,33,Trading,2,Central,45.14,14.18,0.73,6.61,0.26,1.08,3.33,36,18.5,0,2,0.84,14.31,1.0,1
6158,25,Trading,1,West,86.79,4.61,0.7,3.31,0.55,1.68,5.25,24,14.01,1,1,0.76,5.15,15.62,1
6159,35,Construction,5,South,61.07,13.99,0.85,3.13,0.05,1.84,2.0,36,19.43,2,0,1.0,12.11,6.51,1
6160,21,Retail,8,North,26.07,15.76,0.74,4.44,0.35,1.17,9.58,12,20.41,0,12,0.81,2.35,6.3,0
6161,36,Retail,6,South,87.75,17.05,0.51,3.44,0.4,1.19,11.42,12,10.02,1,8,0.4,11.57,6.86,1
6162,43,Healthcare,3,South,67.75,9.35,0.71,0.73,0.55,1.54,9.27,48,10.0,1,14,1.0,9.05,7.83,0
6163,22,Construction,3,Central,5.0,19.34,0.77,2.88,0.45,1.27,13.85,24,15.66,1,2,0.66,6.64,11.9,1
6164,21,Retail,0,West,20.22,18.62,0.6,1.78,0.37,0.3,6.01,24,17.64,0,13,0.58,1.33,10.28,1
6165,50,Trading,10,South,35.26,21.34,0.89,4.27,0.47,1.54,2.0,48,15.14,1,6,0.92,12.78,1.0,0
6166,28,Retail,9,North,102.98,4.14,0.66,0.58,0.52,0.84,7.49,36,15.19,0,7,0.63,17.77,17.07,1
6167,46,Manufacturing,5,North,72.2,9.65,0.73,3.73,0.68,0.71,5.24,36,16.95,1,0,0.67,9.55,14.48,1
6168,33,Healthcare,4,West,19.08,4.06,0.69,0.1,0.52,0.8,6.21,24,16.73,0,3,0.94,6.76,8.62,0
6169,33,Retail,1,North,145.05,7.13,0.84,2.8,0.37,1.91,2.0,60,13.51,1,0,0.94,14.43,5.28,0
6170,39,Manufacturing,4,South,73.58,3.69,0.82,4.94,0.25,1.97,5.66,36,11.08,1,6,0.56,12.45,1.0,1
6171,26,Services,7,West,14.39,5.59,0.68,2.26,0.35,1.33,22.23,48,13.05,0,0,0.73,1.0,4.73,0
6172,36,Manufacturing,7,South,41.07,15.88,0.57,4.93,0.2,1.14,2.0,24,14.75,0,6,1.0,11.87,4.61,0
6173,31,Manufacturing,3,West,34.48,9.39,0.52,2.99,0.43,1.27,4.92,48,17.18,0,10,0.56,10.54,17.26,0
6174,21,Trading,7,South,24.79,5.07,0.64,5.9,0.33,2.58,16.64,12,10.0,0,14,0.53,1.99,1.0,0
6175,38,Trading,8,South,89.1,24.04,0.71,8.2,0.52,1.8,12.02,60,14.12,0,0,0.43,3.95,1.0,0
6176,32,Healthcare,5,South,46.18,14.17,0.67,6.65,0.24,1.67,9.46,48,17.07,0,3,0.77,6.52,3.89,0
6177,33,Trading,7,South,77.88,5.45,0.66,2.79,0.86,1.97,6.73,24,16.32,1,0,0.72,11.4,7.87,0
6178,22,Manufacturing,9,South,46.27,10.5,0.58,3.07,0.4,1.49,12.21,24,15.87,0,6,0.75,5.81,5.4,1
6179,50,Construction,10,East,39.22,13.15,0.47,1.17,0.86,1.4,13.01,24,15.88,1,11,0.56,7.34,13.9,0
6180,43,Trading,3,North,32.08,10.19,0.68,5.35,0.26,1.58,11.61,24,10.0,0,9,0.64,3.89,12.76,0
6181,44,Trading,6,North,50.55,8.84,0.54,5.87,0.48,2.38,2.0,24,16.87,0,1,0.68,5.15,11.65,0
6182,31,Manufacturing,7,West,26.63,8.36,0.7,1.82,0.34,1.6,2.0,24,20.91,1,0,0.82,12.55,5.69,1
6183,21,Services,4,South,49.09,16.28,0.74,3.83,0.65,2.27,5.43,48,13.83,1,7,0.52,7.25,8.69,1
6184,54,Services,8,North,32.9,15.83,0.88,1.07,0.49,1.94,16.76,24,10.0,0,8,0.68,8.16,4.85,0
6185,34,Retail,5,East,9.67,5.93,0.62,0.1,0.17,1.39,2.0,24,24.34,0,0,0.3,10.85,5.89,0
6186,27,Healthcare,4,South,39.25,1.58,0.49,6.24,0.53,2.3,10.3,24,12.41,0,13,0.75,4.8,5.66,0
6187,39,Services,1,Central,5.0,6.74,0.65,0.1,0.59,1.65,10.99,36,11.08,0,0,0.85,13.43,6.21,0
6188,46,Trading,0,East,90.68,19.55,0.71,5.64,0.28,1.9,5.18,12,14.23,0,0,0.67,1.61,11.42,0
6189,34,Construction,3,East,65.06,10.26,0.88,2.19,0.44,1.74,7.86,24,19.45,0,10,1.0,1.0,12.28,1
6190,47,Retail,0,South,36.07,9.93,0.86,2.53,0.7,1.98,27.92,24,16.51,1,0,1.0,8.71,13.4,1
6191,45,Healthcare,8,North,5.0,14.93,0.67,3.99,0.36,1.56,2.0,36,10.0,1,1,0.98,8.05,7.82,0
6192,24,Construction,7,West,50.43,4.46,0.65,3.2,0.53,0.67,15.92,36,13.31,1,0,0.26,5.94,6.81,0
6193,28,Construction,7,South,56.82,13.1,0.51,4.27,0.09,1.34,10.99,12,15.65,0,1,0.82,15.28,9.0,0
6194,44,Trading,8,West,62.55,9.73,0.63,0.62,0.98,1.28,8.99,60,13.36,0,2,0.69,10.05,14.75,0
6195,21,Manufacturing,4,East,26.8,8.92,0.76,2.9,0.49,0.79,4.06,12,15.75,1,0,0.81,12.08,2.6,1
6196,33,Manufacturing,5,Central,56.3,6.61,0.88,3.32,0.26,1.65,15.13,36,12.84,0,14,0.6,1.31,6.9,1
6197,21,Manufacturing,3,South,107.32,19.29,0.79,2.73,0.31,1.65,19.54,24,16.22,0,6,0.85,12.66,2.71,0
6198,30,Services,8,South,34.41,12.94,0.6,2.21,0.05,1.17,12.92,36,13.34,2,3,0.74,12.97,1.02,1
6199,32,Manufacturing,0,South,81.05,14.93,0.48,5.38,0.55,0.46,11.59,36,11.76,0,1,0.71,16.85,1.0,1
6200,31,Healthcare,8,South,49.58,9.93,0.73,3.56,0.64,1.65,4.46,36,11.08,0,1,1.0,14.19,9.13,1
6201,29,Trading,0,North,45.75,17.24,0.64,1.83,1.02,0.31,2.0,60,10.48,0,10,0.54,3.91,12.11,0
6202,24,Services,4,East,53.91,19.06,0.78,1.45,0.52,2.14,10.01,36,16.29,0,2,0.97,5.81,7.19,0
6203,57,Healthcare,1,West,33.91,11.53,0.57,0.1,0.49,1.72,11.22,24,14.71,0,9,0.74,1.0,3.27,0
6204,53,Manufacturing,4,Central,54.23,5.37,0.94,2.41,0.49,1.53,11.04,12,14.36,1,0,0.84,17.62,8.27,0
6205,23,Healthcare,3,North,78.97,15.74,0.63,3.07,0.29,1.02,10.6,36,17.01,1,8,0.88,15.61,14.01,0
6206,50,Construction,3,West,77.08,2.47,0.93,0.1,0.39,2.15,14.37,48,10.0,1,2,0.61,13.73,15.65,1
6207,31,Trading,6,East,84.48,9.13,0.8,3.69,0.36,0.99,14.07,24,16.13,0,3,0.43,13.13,1.0,0
6208,36,Trading,5,East,31.29,13.14,0.78,1.56,0.27,1.78,10.17,48,12.15,0,0,0.57,3.22,3.06,0
6209,34,Healthcare,7,East,51.73,11.83,0.54,1.02,0.48,1.86,11.21,36,14.64,0,13,0.55,1.0,1.15,0
6210,28,Retail,6,North,115.31,25.38,0.5,1.49,0.63,1.75,15.44,36,16.04,0,4,0.69,10.2,1.38,0
6211,44,Trading,0,Central,20.81,14.6,0.67,2.22,0.12,1.86,12.18,36,10.0,0,20,0.66,6.33,1.0,0
6212,36,Construction,12,North,46.66,15.01,0.51,0.1,0.45,0.36,6.89,36,15.81,0,15,0.83,12.0,9.2,0
6213,30,Trading,0,Central,13.64,14.12,0.84,3.67,0.6,2.27,11.62,24,10.0,0,1,0.81,5.89,16.18,0
6214,21,Retail,5,East,53.29,11.61,0.83,4.39,0.52,2.4,8.52,36,10.01,1,4,0.85,12.54,13.87,0
6215,26,Trading,7,South,81.25,14.85,0.76,4.05,0.55,1.66,12.23,12,17.6,0,3,0.69,10.67,11.84,0
6216,21,Trading,5,Central,101.49,12.53,0.61,1.03,0.57,0.8,21.19,12,16.88,0,0,0.78,1.0,5.63,0
6217,35,Retail,4,South,20.04,7.98,0.84,2.08,0.54,0.89,10.81,60,13.8,0,0,0.77,9.42,10.24,0
6218,23,Trading,9,Central,25.2,21.53,0.69,1.25,0.15,1.27,12.19,36,16.6,2,8,0.94,6.81,1.0,1
6219,32,Healthcare,8,West,97.41,10.78,0.58,7.34,0.58,2.59,5.45,12,14.97,0,4,1.0,4.82,9.55,0
6220,48,Services,4,West,5.0,2.62,0.66,1.82,0.33,1.17,4.73,12,18.44,0,1,0.71,13.92,6.6,0
6221,46,Healthcare,3,South,30.83,1.0,0.69,7.95,0.41,1.32,16.66,24,14.81,0,0,1.0,3.6,16.43,0
6222,34,Trading,2,South,79.13,8.77,0.76,1.23,0.54,1.21,9.21,12,17.29,0,10,1.0,12.1,12.76,1
6223,34,Manufacturing,2,Central,5.0,13.67,0.87,3.31,0.44,0.98,13.37,36,12.02,1,0,0.88,6.69,12.45,1
6224,53,Manufacturing,4,North,18.53,14.01,0.44,3.12,0.24,1.87,9.57,36,14.76,1,20,0.85,2.5,15.4,0
6225,40,Services,0,East,87.78,1.0,0.96,3.03,0.64,1.93,13.08,48,10.05,1,0,0.75,2.91,17.9,0
6226,31,Trading,4,West,5.0,19.97,0.73,4.83,0.26,1.33,15.89,36,16.6,0,3,0.64,9.84,9.61,0
6227,21,Construction,7,West,5.0,13.65,0.75,2.19,0.38,2.13,2.0,24,20.13,0,0,0.85,6.85,11.03,0
6228,38,Trading,3,West,75.2,12.67,0.77,6.23,0.63,0.83,2.0,24,20.52,0,1,0.87,3.3,1.64,0
6229,43,Manufacturing,4,South,98.71,16.92,0.73,1.68,0.27,2.11,10.9,36,11.56,0,0,0.75,4.96,4.21,0
6230,28,Retail,5,North,93.0,16.11,0.8,1.39,0.78,1.23,16.86,36,14.27,1,13,0.63,2.67,10.66,0
6231,37,Services,6,West,5.0,18.1,1.0,1.04,0.29,1.22,2.0,36,18.19,0,0,0.95,10.19,10.27,0
6232,31,Retail,4,East,93.88,7.72,0.98,1.1,0.34,0.36,11.48,60,16.69,1,25,0.91,1.0,12.96,0
6233,33,Construction,10,West,52.37,15.7,0.68,4.75,0.49,1.41,15.15,12,17.18,2,2,0.63,6.73,9.09,1
6234,21,Trading,5,South,25.77,18.28,0.96,3.46,0.14,2.51,10.57,48,21.45,2,7,0.65,1.0,6.73,0
6235,32,Construction,1,Central,21.91,12.56,0.81,4.48,0.16,1.52,14.01,24,14.62,0,0,0.76,15.18,13.56,0
6236,44,Retail,3,West,70.99,10.46,0.52,0.1,0.85,1.07,14.83,48,18.6,0,0,0.62,7.94,8.81,0
6237,28,Trading,8,West,63.11,13.06,0.51,4.51,0.48,1.63,5.18,36,20.66,0,2,0.86,16.99,11.72,0
6238,35,Healthcare,8,East,92.16,15.8,0.69,6.87,0.63,1.07,19.95,24,12.96,0,5,0.71,5.48,10.87,0
6239,27,Healthcare,0,West,31.22,17.71,0.87,2.93,0.61,1.37,6.25,36,10.75,0,14,0.92,2.16,5.83,0
6240,38,Construction,4,West,35.38,1.0,0.71,1.18,0.48,1.2,16.21,24,10.66,1,0,1.0,11.59,1.0,0
6241,32,Healthcare,3,West,74.19,11.93,0.87,1.72,0.43,1.16,17.12,12,19.65,0,3,0.84,1.0,16.67,0
6242,25,Healthcare,7,South,26.23,13.33,0.84,1.11,0.27,1.01,4.64,36,19.79,0,4,0.74,3.06,5.17,0
6243,48,Manufacturing,1,West,74.59,11.36,0.77,1.09,0.72,1.77,10.5,36,16.82,0,1,0.66,5.94,11.07,0
6244,44,Healthcare,9,South,16.51,12.61,0.67,6.08,0.36,1.14,15.98,24,19.06,0,0,0.91,1.0,11.11,0
6245,28,Manufacturing,0,West,111.15,11.13,0.63,8.06,0.34,1.4,12.86,12,13.67,1,19,0.5,10.28,3.91,1
6246,39,Services,4,South,109.81,8.5,0.64,2.45,0.05,0.77,17.82,24,10.0,1,5,1.0,2.96,3.26,1
6247,40,Manufacturing,1,South,27.92,9.6,0.81,2.82,0.74,1.33,2.25,60,18.83,0,22,1.0,19.31,8.58,0
